stars,comment
5.0 out of 5 stars,"









  
  
    
  Seems like you have to chose the reviews based on the author’s ability to understand the product. Received this shredder, read instructions—-such as—don’t let the bin fill up or unit will jam —or—-lubricate monthly using shredder oil, oil with unit operating in reverse—-or—-if unit does not shut off, clean paper sensing eye with Q-tip.Or here is a good one——overload red indicator ‘on’ means let unit cool down for at least 30 min. Yes it overheated!Point is, this unit runs great, easy to use and is priced right from my experience. It’s not idiot proof and can handle 12 pages max but not stack after stack. It’s a machine, read instructions, maintain it, it does well. For $60 it’s a great home/office shredder.

  
"
3.0 out of 5 stars,"









  
  
    
  Shame on me for not reading the description better.  I bought an Amazon Basics 12 sheet crosscut shredder a couple years ago and love it.  We needed a couple more shredders, so I thought I'd buy these.I was surprised that the ones now offered were significantly cheaper than the first one.  There's a reason.First one had a pullout bin.  This one sits on top.  When one needs to empty the bin, one needs to lift the shredding unit off the trash bin it sits on.  As it is lifted off, shreds drop off, not necessarily into the bin.After emptying the bin, be careful setting the shredding unit back on top.  It is pretty easy to pinch a finger.For whatever reason, the shreds do not disburse evenly through the bin.  If you glance down into the window, it may look like there is lots of room in the bin.  But if you lift the top off, there is a mountain of shreds in the middle directly under the shredding teeth.  So directly under the teeth the bin it is too full when it appears that there is plenty of room in the bin.So at the price point, it is probably ok.  But one usually gets what one pays for.  I would have rather spent more and gotten a better unit.  I've only used it once, so I cannot speak to its longevity.If you are going to shred only once in a while, I suppose it's okay.  But in a small office environment, where occasionally the is a lot to shred, look elsewhere.

  
"
3.0 out of 5 stars,"









  
  
    
  OK, really, what can you say about an inexpensive 8-sheet cross-cut paper shredder? This item is OK. It does what it is supposed to do and does it the way you would expect it to. It was purchased to replace a 20 year old inexpensive single-cut shredder from Staples which finally gave up the ghost and which could not cut through 8 sheets. There are, however, some things that I do not care for about this shredder. They are not of the level that would drive me to return or not purchase the shredder, they are just things that I wish were different. Number one, I do not like the way the feed slot functions. I realize that part of the design of the orientation of the slot is likely due to safety considerations, however, I find it often to be difficult to get the paper lined up and in perfectly straight to trip the feed switch. If it is the smallest bit off perfectly straight but still hits the switch, the paper will feed slightly crooked (not a major issue with my old shredder or with my office shredder) and will impinge on the sides of the slot, crinkling the paper and slowing the machine down. I've measured and the older machine (and some of the other small shredders I have looked at) had a slightly wider slot that made perfect alignment easier. The older machine (and others) also have a more direct, straight down from the top feed slot which, IMHO, makes it far easier when one is in a hurry, or when shredding a number of documents, to just feed the papers straight into the machine rather than on an angle from the front. Also, and I know that this is a safety feature and not Amazon's fault, but it is still, for me, a bother, and that is that the shredder head cannot be used by setting it into a cutout in the top of a larger waste receptacle and has to be set into its own [small] waste basket so that an internal safety switch is depressed. I'm trying to work out a safe override for this so I don't have to empty the thing every week, but just sayin'...So, if you are looking for an inexpensive, basic 8-sheet cross-cut paper shredder that capably shreds up to 8 sheets at a time (and credit cards which we all know we are shredding all the time, or perhaps should be), this should satisfy your basic needs. If not, take a look at a higher level Amazon shredder or, if you don't have a need for cross-cut shredding and can live with ribbon-cut, Amazon Basics has a straight top feed machine for less. They also sell several shredder heads that can be placed into larger waste receptacles which I did not notice before ordering this machine (that's what happens when you make a rushed purchase because the to-be-shredded papers start to add up and it isn't yet fireplace season, alas).

  
"
4.0 out of 5 stars,"









  
  
    
  I have only had this item a few days now but I am pleased. I did a couple of hours of shredding with no problems. It is easy to set up and empty. What I like best - it is actually quiet. I somehow doubt it would handle 15 pages at a time, however. I personally don't need it to do that so that's not an issue for me,  but for anyone who does, I am skeptical it would suit. I haven't tested its on CDs or credit cards either but feel confident it will do fine.

  
"
5.0 out of 5 stars,"









  
  
    
  This is the 2nd Amazon Basics shredder I've purchased.  Based on the great success with the original shredder I purchased and which handled 4 years of moderate-heavy shredding I've tried other Amazon Basics products like batteries; with great results as well.This shredder model just handled a 45 pound 4 day shredding party and handled it exceptionally well!  I expected catastrophic failure like overheating, jams...NONE OF THOSE THINGS HAPPENED!  Absolutely incredible.  In fact, it never overheated.  No papers got stuck.  It was a miracle.At the 3 day mark the shredder was getting slow, starting to gurgle.  Strips of paper were getting wrapped up on the sides.  Thought, well, it just handled 40 pounds in 3 days, what did you expect?  But I used a sheet from the AmazonBasics SP12A Paper Shredder Sharpening & Lubricant Sheets - Pack of 12, thinking, we'll see if these do anything (like baking soda in the fridge) and today it was shredding smooth as silk once again.  Like it's brand new.So...A great incredibly durable shredder and great lubricant sheets.  Wholeheartedly recommend both products.

  
"
5.0 out of 5 stars,"









  
  
    
  In looking at the reviews, it is amazing the number in the last two months.  It appears the stay at home has pushed home cleanup and a lot of shredding is going on.  The benefit is that all these reviews have resulted in a broad spectrum review of this shredder for us to use in our selection.I have to join in with the group of buyers giving a 5 Star rating.  After shredding a lot of material (two garbage bags of shred) at a moderate rate of feed, staying around 4 to 6 sheets, the shredder has performed flawlessly.  The volume is what I would anticipate to be a years worth of material for use but this was done over a reasonable day.  You can hear the motor load up with the higher paper count but it completes the shred.  After shredding for awhile and noting the motor heating up, we'd take a break and get back to it.  We were getting about 1/2 hour of shred with a coffee break cooldown.  I believe what we did is probably beyond the expected use and it continues to perform very well.  I believe when we get to a normal use for us, this machine will be with us for quite awhile.  The shredder we purchased has been well worth the cost and I would highly recommend this unit for someone with a reasonable level of need.

  
"
1.0 out of 5 stars,"









  
  
    
  I'm giving it a ""one star,"" because I think those are the reviews that catch people's eye.  Thin thing shredded like a champ; but I had problems with switch.  It operated fine in the ""auto"" position.  I could feed in a hefty sheath of papers and it began shredding automatically.  If a jam occurred (and that was rare -- this thing is strong) it did not go into reversal automatically.  Moving the switch to the manual ""reverse"" position did not reverse the paper.  I never could get it to reverse.  Moving to the manual ""forward"" position would sometimes result in operation, which would generally restart the shredding.  The bin holds a reasonable amount of shredded output, but it filled up quickly when feeding paper 20+ sheets at a time.  It worked so well, I was tempted to keep it, despite the issues with the switch, but I finally told myself, ""look, it's not working right, send it back,"" so I did.  Amazon, as usual, was very good about accepting the return.  I still might reorder another one, as continuing to search for a replacement, it is obvious that nothing available under $1000 even begins to compare.

  
"
1.0 out of 5 stars,"









  
  
    
  First, the shredder is measurably inferior to other similar (and more expensive) cross-cut shredders: the pieces are larger, controls are limited. It cannot really handle 6 sheets as advertised, and your chances to shred a credit card are below 50%. In almost exactly one year since I purchased it, it developed a problem - it would not stop running after shredding anything and needs to be turn off manually.My advice - don't fall for a cheaper one, buy a better one.P.S. One month later - it stopped working completely, so taking out the second star

  
"
5.0 out of 5 stars,"









  
  
    
  When my old shredder stopped working forever, I procrastinated at first because the last one I bought was expensive and from a name brand that should have been better.  After a couple of nights burning paper in my chimenea outside I knew I had to find a better way to dispose of junk mail with my identity on it.  I went to Amazon this time instead of a local store and chose a 15 sheet Cross-cut Paper/CD/Credit Card Shredder, because it cost less, the reviews were very good, and I knew that Amazon would take it back if I didn't like it.  They will never get it back because this is a fast and quiet machine that does the job perfectly.  I love the pull out bin that can be easily emptied, unlike my old shredder that required lifting a very heavy top completely on and off the machine, giving me not one but two chances at a back breaking exercise.  I love it that the Amazon shredder also came fully assembled, with the casters already attached. It was out of the box and at work right away.  This machine has a very long run time. In fact,  I have never been signaled that it is heating up at all.  I definitely recommend this shredder to anyone who has a lot of shredding to do and will buy another one if I ever need it.

  
"
4.0 out of 5 stars,"









  
  
    
  I have a back load of papers from 10 years ago, so it will be weeks before I'm caught up, but this little shredder has been very good. I didn't go beyond the 6 sheets but that is fine. In the future, what actually has to be shredded wont be as much. I found the overheating function never kicked in and I shredded on and off for 30 minutes or longer. There might have been pauses of 2-3 minutes to look over papers but I found it to be fine with continual use.I also bought the sheets to lubricate teeth and used that once, very easy.I could have gotten a bigger one and more powerful, but for what I will use it for, home use and tax forms, credit cards etc, it is fine.I shred easily 3 credit cards but don't think it can do ones with a chip. My credit card company usually sends a return envelope for them with new card so not a big issue.

  
"
1.0 out of 5 stars,"









  
  
    
  This shredder never worked for me, didn't cut/shred a single thing. So Amazon wanted to replace it, but that didn't go well with the shipping (not sure about the problem) and eventually they gave me money back. Now I have to buy another one!!

  
"
2.0 out of 5 stars,"









  
  
    
  Did its purpose right, for about  6 months.  Theres 3 settings, auto (when you stick paper in it turns on automatically and turns off automatically, off, and reverse for when you have jams.  One morning i woke up and found my machine running by itself and SUPER hot.  CLearly it turned on automatically when i was asleep and i didnt hear or see it until i walked into my garage which is where i keep it.  Definite fire hazard in my opinion given theres a huge deposit of kindle (shredded paper) beneath this.  now i have to just keep on off and turn on when i need to use it.  Great feature on paper for the design team i think, but given it doesnt work properly its actually more dangerous in my opinion..  works, but not correctly.

  
"
4.0 out of 5 stars,"









  
  
    
  I selected a middle of the range shredder, but with a fairly heavy duty construction.  The heavy duty part is hard to assess just from the product description, so I selected the 15-sheet model.  The product meets this expectation hands down.  Its predecessor was an inexpensive Fellowes.  It had plastic tines, and paper shavings would invariably get between the tines and the cutting rollers, clogging the system.  Eventually a few tines broke, rendering the machine unusable.  Also shavings would accumulate on both ends of the chute, causing a jam.I have filled the chute about six times, without a single jam.  The chute in this shredder can be removed by pulling it from the front, very convenient for unloading the shavings.  The Fellowes had just the head and a narrow tub.  The device, being top heavy, would topple easily, spilling its contents.  Unloading the tub was awkward; it required lifting the head, putting it on the floor and then picking up the tub and turning it upside down to empty it.  The Amazon is still top heavy, but it's wider and it has casters, so it won't topple that easily.I haven't tried shredding credit cards or CDs.

  
"
1.0 out of 5 stars,"









  
  
    
  I can honestly say I hate this shredder.  The feed slot is impossibly narrow, trying to feed paper into the shredder is difficult and cumbersome.  The basket is small and fills quickly.  When using this shredder instead of removing a basket to empty you have to remove the heavy shredding unit that sits atop the basket.  This inevitably causes a mess with paper shred.  The shredder is NOT on wheels and is challenging to move.  The shredder is quiet and inexpensive.  You get what you pay for, next time I will select more carefully. I would avoid this unit.

  
"
1.0 out of 5 stars,"









  
  
    
  I purchased this 15-sheet shredder in Dec of 2018 for $109.99. I also purchased the performance oil recommended and maintained it regularly. It has only been just over 1 year and the shredder quit working. There is power all lights come on but no noise from the motor even in reverse. I called the customer service phone number on shredder for Amazon Basics, the manufacturer. The agent, Alonja Green, admitted these 15-sheet shredders are defective but I was out of the one year warranty and flat out told me she can't do anything even though the unit was defective. I was only a year and a little over a month out of warranty. I decided to pay $110 to by this shredder thinking I was getting a good quality shredder that would for sure last for sure more than 1 year. My old shredder lasted over 6 years. DO NOT by any of the cheap quality Amazon Basics products they just don't last and the customer service suck. I know I will not be buying any Amazon Basics products anymore. Extremely disappointed.

  
"
5.0 out of 5 stars,"









  
  
    
  I bought this july 2018, I'm writing this October 2018 and I like this product a lot! I was skeptical buying it honestly, but its a good BASIC shredder. Basically it's TOP heavy it comes a heavy TOP shredder, and the bottom is basically a small waste basket. You can only shred about 5-6 things together but I keep it at 4 cause every time I've done about 6 pages it gets all stuck and I have to keep reversing and pulling it x____x so just have patience with it. If you want a BASIC shredder that just shreds things occasionally (I've been using it just to shred documents with my info) then yes this is a good shredder for you. If you occasionally shred a lot like in the office and such you should get a bigger and better shredder that can do more than just crosscut. This turns the paper into THIN strips but doesn't crosscut the paper into very very little squares. Also a plus is it shreds cards as well (one at a time).features: thin strip cutting, plastic card shredding, reverse switchpros: gets job done 4 papers at a time :Pcons: top heavy (easy to tip), 6 papers max- 4 at a time to be safe (sucks to keep putting it in reverse)uses: occasional shredding of personal documents, in home use (not office use)((a lot of people have said theirs overheated/exploded or something crazy like that. I'm SUPER careful with mine because of those reviews so nothing crazy has happened to me at all! I keep mine unplugged under my desk when not in use and when I use it I plug it in, turn it on, shred, then I turn it back off when Im done and unplug it. If you don't want to be super cautious I advise going for another shredder as well. I haven't been met with any problems but at the same time I use caution while using it.))I hope this review helped!

  
"
3.0 out of 5 stars,"









  
  
    
  I purchased this item and it worked great for a few months. I took all the precautions and followed directions for careful usage with minimal use every few weeks. I thought this was a five-star product and even recommended this shredder to many friends... it's super affordable, not too loud, and I had very little problems with paper jams and other issues I found with other shredders for more than double the price. However, one day, I tried to turn the shredder on and it would not light up at all, not even red to indicate that something was wrong. It seemed the motor had given out randomly despite weeks with no usage. I troubleshot with Amazon online and we had no luck with reviving the shredder... luckily I was under a one-year warranty, and they sent me a new one quickly. The reason I have to give 3 stars is because the replacement shredder was a complete dud, like many have mentioned in these reviews... the shredder worked for 1-2 pieces of paper, then completely stopped working. There were no signs that the motor overheated. It just shut off. I returned it and am now waiting on my refund. It seems like the shredder is great for short-term use, just know that replacements might not be helpful and you might be better off, investing in something with a lifetime guarantee.

  
"
2.0 out of 5 stars,"









  
  
    
  I rarely have to write negative reviews and only do so when it is absolutely necessary.  This is one of those times.  This shredder worked great and did everything it was supposed to.  I would have given it 5 stars.  Until it suddenly stopped working 5 months after purchase.  It doesn't even turn on.  I only used it on a few things about once a week, never jammed it or overheated it.  It just stopped doing anything.  Of course I checked it out using several outlets and made sure it was sitting securely in the bin.  I made sure nothing was stuck in the cutter.  Everything looks fine.  Except it isn't fine because it doesn't work.  Not happy that I will need to buy another one (different brand of course.)

  
"
4.0 out of 5 stars,"









  
  
    
  This shredder replaced one I had for over ten years. The first thing I will say is that it is quiet; it has perhaps only half the noise level of my previous shredder. It has many extra features such as a sensor to let you know when the bin is full. The one significant criticism I have of the shredder itself is the size of the paper feed opening. It is very small for a 15 page shredder, and you have to be very careful in lining the paper up to feed it in. Also, I would change the instruction manual to recommend more frequent use of shredder oil (to every time the bin is emptied), and to recommend that users routinely feed less than the rated shredder capacity to prolong the shredder's life span. All in all I am very happy with my purchase, and would recommend it without hesitation.

  
"
4.0 out of 5 stars,"









  
  
    
  First one of these I ordered was returned due to what sounded like a loose screw inside. The second was returned due to cracked plastic near the plug in. Each arrived double boxed and did not appear damaged in shipment. Since I could find no better unit for the money I ordered it a third time. No doubt there is a lot for the money here. A P-4 shredder that can handle 15 pages could easily cost double. Its not a confetti/micro-cut but the pieces are plenty small. The unit isn't as wide as the popular Amazon Basics 12-page shredder, which is what I needed to fit the space I have available. Only time will tell if the unit has the quality to last. Since this is my third, I worry.

  
"
1.0 out of 5 stars,"









  
  
    
  Power switch cannot be left in auto position as shredder will not shut off. Disappointed!

  
"
5.0 out of 5 stars,"









  
  
    
  I just returned GBC Paper Shredder, 7 Sheet Capacity, Super Cross-Cut because it stopped working on the second day. I really need a shredder. So I purchased this one, which is about $20 more expensive than GBC. I just opened the package, plugged in, and shredded about 36 car lease statements (two sheets each and about 1/3 of it folded. So a part of each was 4 sheets thick). I unfolded the first one and separated it into two sheets before feeding it, just like I was doing with GBC. I was surprised by how quiet it was and fast. So I fed the next one as it was, folded two-sheet statement. It went through as quiet and as fast.  And a much larger bin. Definitely it was worth more than $20 addition cost.  Highly recommended. If I find something new about it, I will add to this review in the future.

  
"
5.0 out of 5 stars,"









  
  
    
  This shredder is very quiet compared to multiple other shredders. It is small, sits on a table in our home office. The tray is not large so if you are shredding a lot of documents, you need to empty the tray frequently. However, it does a great job shredding. There are no problems with staples left in documents. The tray fits easily inside a tall kitchen garbage bag for transport to your recycling center- my previous shredder was from my office and much larger but was a mess when I attempted to drain to reasonable size bag for emptying. If your want this for home use, this is perfect. Great value for the price paid. If you are shredding a lot of material or want to use in a larger office, you would need to get a bigger machine. All previous machines were purchased at Staples and I like this machine much better.

  
"
4.0 out of 5 stars,"









  
  
    
  Does everything it should and does them well.  Nice rollers enable it to be kept under a desk and rolled out to do shredding.  I think the machine will last much longer if fewer than 15 sheets of 20# paper are shredded at one time.  My PREVIOUS shredder caused a loud pop from my audio system when it started and stopped.  This one DOES NOT.  I suspect that most paper that is shreded is perhaps 24# which means something like 10 to 12 sheets is the maximum.  My fist use involved a massive shredding job and by limiting the number of sheets to 6 I had no overheat shutdowns and the subsequent wait to begin again.  Shreds credit cards CDs/DVDs very well.  Downgraded from 5 stars to 4 stars because of 1)the delay time to shred the first page (may be the reason for no popping from my audio system); 2) a few annoying shreds are left in the bottom of the machine after removing the bin for emptying; and 3) bin removal would be easier if the locking tabs were slightly larger.  No deal breakers there just wanted you to know.

  
"
5.0 out of 5 stars,"









  
  
    
  This shredder arrived on the date promised and was packaged very well so as to not be damaged.  It has several really nice features that I have not seen before.  For one thing ,there is a window on the front so I can easily see how full the basket is getting.  The basket itself is very large and I love this because I don't have to stop as frequently to empty it.  The safety features are really helpful; for example, letting you know if the door is not fully closed; if the machine is overloaded; and if there are any surge interference.You can shred up to 15 sheets at a time; however, I won't be doing that as I think it's better just to do 2-3 and not risk getting something jammed or overworking the grinder/teeth.The shredder is on wheels and easily moves around to your desired spot and the cord is nice and long.The only negative I could find is in the switch itself that you slide to the left to turn the machine on or off or to use reverse or forward.  It doesn't glide to the side easily and is just made of plastic so it is something I will be sure to move carefully without force of any kind so that it doesn't break.  This may be a non-issue really but is just something I have noticed so thought worth mentioning.  Overall, thank you Amazon for once again, providing me with quality items.  You always come through!

  
"
2.0 out of 5 stars,"









  
  
    
  Bought four years ago. Worked fine, so long as I didn't try to put too much paper through it. Knowing the limits, there are still times I ended up putting too much thickness into the shredder. It would slow/stop and I'd remove the offending thickness and proceed. About 6 months ago it ground to a halt and nothing I do will make it run again. I even, against all label warnings, disassembled the shredding unit to try to find the problem. No paper remains in the unit, no overheating, also no reset button. I have a good-size piece of junk to now toss in the trash. It's a small thing, this shredder, in the larger scheme of waste, but I'll buy something different this time in hope that it will last a decade or more. I shouldn't have to toss this much simple machinery so soon.

  
"
3.0 out of 5 stars,"









  
  
    
  Mixed review. It's inexpensive. It does a nice job of cross-cutting. Seems to bog down on more than one page at a time, especially on more than two, so I hope it lasts. It says it can handle 6 sheets. If you plan on feeding 6 at a time, my suggestion is start doing it the minute you get it; don't wait until the warranty runs out to see if it can handle it. This is just a casual use machine for me and I'm OK with a couple sheets at a time. If you want something for high volume, this isn't it.My biggest beef with this shredder is the extremely narrow throat. If you have a stiff paper, can see the top of the shredder, and can guide the paper straight into the thin slot, you're good. If you plan to have this under a desk and want to just be able to reach under without looking, forget about it. Buy something else. I keep this one out in the open and don't have too much trouble getting papers in the throat, but a slightly higher-end one that looks almost identical is under my desk and it drives me nuts. The one I used to have was easy to feed; this design is crazy. Whoever designed it obviously had no intention of it ever being placed anywhere you couldn't look the paper into the slot. It's like trying to throw a ball through a hole at one of those carnival games. Good luck!

  
"
5.0 out of 5 stars,"









  
  
    
  I bought this 4 years ago for light duty work (mostly mail). For this it excels. If you have large quantities of paper to shed, you'll need to be patient as the shredder takes 3 to 6 pages at a time and will turn itself off once it becomes hot and take some time to turn back on. Noise is reasonable; much quieter than some others shredders I've had but still noisy. It can handle credit cards (individually) and papers with staples just fine.I'm currently shredding a massive amount of paper (legal files; don't marry someone for the wrong reasons). A sane person would drop off this amount, but I've decided to push through. I typically shred three sheets at a time (this shredder can supposedly do 6). This seems like a good balance between speed and not taxing the shredder. During this process I noticed it was becoming more sluggish and making an occasional knocking/clicking sound. I attempted to clean out all the paper fragments but clearing the corners seemed impossible. I believe the buildup in the corners was causing the sluggishness and knocking.I decided to disassemble the unit to remove the buildup. First thing to note, one of the screws holding the case together is covered by a little ""will void warranty"" sticker; you'll need to (re)move it to access this last screw. After opening the case take note of where things go -- in particular the mechanical sensor. You'll need to remove 4 more screws to remove the core shredding unit from one side of the plastic case. I used some screw drivers to slowly wedge them apart. Once separated I was able to remove the built-up wad of hardened paper jammed in the corners of the plastic case. I also took this opportunity to vacuum the inside a bit and pull out bits of paper with needle nose pliers. Take note the gears on the side are greasy so try not to touch them.After this I put it back together. The mechanical sensor took a second as it is connects with wires to one half of the case but slides into place on the other. Now the shredder sounds much better and more powerful. I'm hoping those corners don't get jammed again any time soon. Four years later I can say I'm very satisfied with this purchase.

  
"
1.0 out of 5 stars,"









  
  
    
  I primarily bought this to get rid of sensitive mail and prescription bags. They are a nightmare for privacy and have your name printed 20 times in 20 places in 20 sizes. Don't need people knowing the medication I'm on. Regardless, this gets the job done. Just don't plan on using it early morning/late night if you have roommates.Updated review: Purchased in March 2020. Never went past the recommended amount of shredding in both time used and amount shredded at once. I always removed the staples. Never did extreme type of paper, just computer paper. Never did stickers. I did a debit card just once. Overall, it was a great purchase at first but 5 months later, the sensors have stopped working. I truly tried troubleshooting it for 20 minutes or so and it just only feeds in through one side, making it a janky experience. I should also note - I was initially going to be refunded entirely for this product, but due to taking a phone call, I could not respond in time to the offer. No problem, right? An agent will just pick up where we left all. After coming back to the customer service chat window, I was then told the original offer would not be honored because Anna, my customer service rep, should not have done that. And she would be reported because she actually was going to fix my issue.I try my absolute best to not immediately return or dump items if I see that they can be repaired. But this is now a giant waste of space and paperweight. I will still keep it, because I dont want to see it in a landfill.

  
"
1.0 out of 5 stars,"









  
  
    
  Purchased this shredder about two years ago and it just stopped working a couple months ago. I don't understand why, I've kept theachine clean and lubricated. When I reached out to customer service, they basically said there was nothing they could do to help. After reading many reviews on many shredders, I chose this one because of the price and the praises. PLEASE DO NOT BUY THIS PAPER SHREDDER!! It worked just fine for a long time, but even with care, it will let you down as much as customer service let me down. I've been an Amazon prime member for years now and this is what I get?

  
"
1.0 out of 5 stars,"









  
  
    
  Wouldn’t power up. Returned for refund

  
"
1.0 out of 5 stars,"









  
  
    
  I came home last night to the sound of my shredder running, seemingly by itself. While set to ""auto"" mode, it triggered itself (no paper in the bin on or top of it) and must have been running all night. The motor inside was overheating and very hot to the touch. Switching it to ""off"" did not stop it, so I had to unplug it.While writing this review, I decided to plug it in now that it had time to cool. Within a few moments it triggered itself again while in the ""auto"" mode. Even removing the top section (which should trigger the safety mechanism to shut off the shredder) did not stop it.That being said, it did not show any signs of malfunction for a least a year and a half or so. I still wouldn't trust it.

  
"
5.0 out of 5 stars,"









  
  
    
  This thing is a BEAST. Worth the money!

  
"
5.0 out of 5 stars,"









  
  
    
  We had a mailmate that suddenly quit on us.  We got this one and lubed it up with the Fellows shredder lubricant oil.  You must oil it before first use.  The machine sings with fresh lube.  With this shredder placed on a waist level bookcase, I was able to destroy one whole, overflowing laundry basket full of papers within one day and not worry about my little kids getting fingers hurt.  I sorted my papers out so they'd fit into the entry slot, put only 4-6-8 pages in a bundle and kept shredding until the basket was full, then I emptied the can and resumed. I oiled it by putting oil between several pieces of paper, every so often. Use your ear to hear the machine; it'll tell you when it needs more oil.  I ended up with three 13gallon trash bags full and was so freaking satisfied. The overheat light never came on once.  It will also shred corrugated cardboard pieces and the mail labels stuck to shipping bags. Sticky labels between two regular papers are no problem.  Stick your FedEx/UPS, prescription bottle labels on your junkmail and shred away!  Save yourself the $$ and buy this shredder!

  
"
4.0 out of 5 stars,"









  
  
    
  I chose this shredder mostly due to the good reviews and the price point. It would have been significantly more expensive to jump up to the next size shredder with good reviews. That being said, due to my shredding habits, I probably should have sprung for the larger model.If you are a person that is really good at consistently keeping up on your shredding then this is a great option for you. It is a very compact unit that is classic looking and it gets the job done with no issues.I, on the other hand, am someone that hoards documents until I can't stand to stare at them anymore and then I shred them all at once. The issue with this is this shredder can only do comfortably about 4-6 sheets at once depending on the paper. The bin is very small and fills up fast when shredding large quantities and the machine will overheat if used for more than 10-15 minutes non-stop.Again, my issues with this shredder are far less about the machine itself and more about my specific shredding habits. If you hold onto documents and do a lot of shredding at once than I would recommend sizing up.

  
"
4.0 out of 5 stars,"









  
  
    
  Great shredder for the price. Although it’s not micro cross cut, it is more than adequate for home/home office use. The only reason this doesn’t get 5 stars is because I feel the basket is too small. When I go on a shredding spree, I find that I have to empty it pretty often. Additionally, for shredding sprees, the shredder overheats fair quickly. But I’m not going to complain since it’s under $30. My older shredder is more than double the price. I can overlook some of its flaws at this price range. And tip to those who are knew to the shredder world, get yourself a quality shredder oil for a few bucks (which will last you years) to keep the shredder operating at tip top condition.

  
"
2.0 out of 5 stars,"









  
  
    
  Bought this awhile back. Worked great. Chews thru paper with ease. However, there is a switch for it to always be ""ready/auto."" Just stick the paper in and it will start on its own. This was fine until after a year+ it suddenly was running on its own. I was home by myself, not in my office space, when I heard this constant buzzing. Ran around and found it was this paper shredder, cranking away on its own. Nothing was in it. There was no feasible reason for it start running. It hadn't been used in awhile, either (weeks).  Thankfully I was home because this might have started on fire. The unit was obviously running for a bit and was uncomfortably hot to the touch with a hot smell. Now, whenever I put it back to ""auto"" it just starts running on its own. I keep it off now until I need it.

  
"
4.0 out of 5 stars,"









  
  
    
  I wore out a Fellowes shredder after many years. This looked like a good deal for a cross-cut shredder and indeed it was. Works fine, as expected. Shreds into pretty much paper mush. I don't run more than three sheets at a time, though; that seems to be a reasonable upper limit. After a straight hour's shredding it never overheated.Can't complain one bit.

  
"
1.0 out of 5 stars,"









  
  
    
  I paid $164 and was expecting new item. This shredder was def used and it has a damage/broken part (see pics)I would like to get a full refund/new shredder!

  
"
5.0 out of 5 stars,"









  
  
    
  I settled on the AmazonBasics 15 Sheet Shredder after a few months and diligently perusing hundreds of reviews. I did purchase the extended warranty plan as the reliability of these machines is often unpredictable. First impressions were very favorable. The shredder arrived in a very well designed double-boxed configuration that itself was in perfect condition, no dents or tears in the sturdy heavy wall corrugated construction.  This was a pleasant surprise considering the listed weight of this machine. It even feels balanced and manageable in its double box configuration.Anyway, unboxed, power-up and began shredding in just a few minutes with no issues whatsoever. I managed to process about 15 pounds of assorted documents, unopened credit solicitation mail and various other flyers and junk. Shredder ran smooth and quietly for at least 40 minutes without jamming or overheating and could have run longer but that I ran out of material to process through it. The machine is very quiet, stable and easily mobile with the heavy duty pre-installed casters. There is no noticeable shred motor strain running 3-4 sheets but it slows a tiny bit at 5 sheets+ or full junk-mail envelopes reducing them to non-readable, reconstruction proof shreds. Still, it grinds effortlessly and continuously with double or triple sheets and single/double thick stock. I've only had this machine for a short while but I'm confident of its longevity all considered. This is by far one of the better quality and quietest shredders available for the cost. The waste basket capacity is impressive and emptying it is a breeze. IMHO, this is a GREAT value shredder for home or small office environment. I recommend first reading a good variety of reviews, purchasing the extended warranty, a good preventative maintenance oil and also retaining the double box package just in case you need to ship back as an RMA.

  
"
3.0 out of 5 stars,"









  
  
    
  My rating is colored a bit by the fact that my previous shredder was great (until it died after 6 years of hard use).  But I find this shredder very loud.  It doesn't overheat, but I'd rather have one that was quiet.  It's also pretty slow, meaning it takes a lot longer for a single stack of papers to get shredded.The mouth of the shredder is a bit narrow (meaning you have to align your stack of papers exactly or it will be too wide to go in).  Also, the way the paper is deposited in the bin means that the shredder always stops (saying it's ""full"") when its really less than 2/3 full.  So you open the bin and floof the paper around and keep going a while.  If the bin is anything like full, pulling the bin out scrapes shreddies into the inside of the shredder, for a small mess.It's interesting that the credit cards and CDs go in the same slot as the paper, but since you can't recycle plastic and paper together, it doesn't help much.  Also I find that shredding CDs in this makes a bit of a mess.The sensor for the auto-start is slow, and it sometimes makes the shredder stop too early, so I just use the always-on instead.Unless I've been surprisingly lucky, this machine is pretty good about not getting jammed.So I'll use it until it breaks, but I wouldn't buy another one.

  
"
3.0 out of 5 stars,"









  
  
    
  I have had a shredder about 10 years that works great, but would only shred two or three pages at a time.  It was time consuming if I had a lot of papers so I decided to purchase a new shredder.  This one is supposed to handle 12 pages of 20 lb. paper.  It worked great on a few pages, but when I tried 12 pages it jammed.  I have been trying to unjam the shredder all afternoon.  I just received the shredder last night and this was only the second time that I used it.  My other shredder also has a much larger opening for the paper.  The paper has to be perfectly straight across the bottom before you can feed it into this shredder.  Right now I'm not happy, but time will tell.

  
"
